label,sentence
ARG,plea female custom excluded inheriting ghatwali tenure birbhum 157 dropped two court raised u point custom set para
ARG,7 plaint covered issue 1 seriously urged
ARG,learned attorney general conceding succession tenure governed mitakshara law contended sense regarded joint family property peculiar characteris tic precluded acquisition right birth member joint hindu family
ARG,urged alternative widow entitled succeed assuming joint family property cu tom
NAME,state orissa v madan gopal rungta state 25 october 1951
CITATION,equivalent citation 1952 all india reporter 12 1952 supreme court reporter 28
COUNSEL,1100 setalvad attorney general india gn joshi appellant appeal
COUNSEL,nc chatterjee hj umrigar roy respondent number 300 1951
COUNSEL,nc chatterjee an roy respondent number 302 1951
COUNSEL,nc chatterjee an roy sinha respondent number 303 1951
JUDGE,judgment court delivered kania cj
RLC,high court passed order petition
RLC,indeed stated court prepared 33 pas order petition petition stand dismissed
RLC,respondent pay cost ap peal
NAME,annagouda nathgouda patil v court ward another 17 december 1951
CITATION,equivalent citation 1952 all india reporter 60 1952 supreme court reporter 208
COUNSEL,gr madbhavi kr bergeri appellant
COUNSEL,hj umrigar respondent number 1
COUNSEL,1100 setalvad attorney general india kg datar respondent number 2 1951
JUDGE,judgment court deliv ered mukherjea j
RLC,trial court consideration evidence came conclusion chikurde estate impartible property governed rule primogeniture
RLC,impartible joint estate rule survivorship still applied consequently death ganpatrao without leaving son estate passed survivorship next senior branch firangojirao
RLC,view taken subordinate judge firangojirao s death bhimabai took provi sional interest property liable divested emergence male member adoption family fact legally divested interest property defendant number 4 adopted anandrao s widow
RLC,opinion subordinate judge resolution government treating chikurde estate lapsed premature legally long widow living capable adopting son
RLC,trial judge even 213 bhimabai taken property watan till death next heir succeed bombay act 5 1886 defendant number 4 plain tiff
RLC,result plaintiff suit dismissed
RLC,learned judge dismissed appeal confirmed deci sion trial court though reason given given trial judge
RLC,high court construction sanad granted vithalrao 1892 lapse forfeiture watan estate passed government year 1923 ground failure male heir valid legal although relevant clause sanad government absence male heir resume watan sense make property liable full assessment incident watan estate still continued
NAME,bhagat singh v stategurdev singh caveator 19 december 1951
CITATION,equivalent citation 1952 all india reporter 45 1952 supreme court reporter 371
COUNSEL,gopal singh kartar singh appellant
COUNSEL,narinder singh advocate general patiala east punjab state union jindra lal respond ent
COUNSEL,jai gopal sethi rl kohli cavea tor 1951
JUDGE,judgment court deliv ered fazl j
ARG,argued u even though 3 charge framed appellant fact tried 4 offence 3
ARG,4 offence 1 committing murder gurmail singh 2 attempting murder kartar singh son sarwan singh 3 attempting murder jangit singh 4 attempting murder kartar singh son bishan singh
ARG,learned counsel contended fact appellant acquitted last 3 offence convicted first offence immaterial point raised see whether offence mentioned properly tried together
ARG,opinion short reply contention second charge relates appellant firing kartar singh jangir singh charge respect 2 offence charge respect offence
ARG,evidence adduced prosecution show appellant fired bullet
NAME,rameshwar v state rajasthan 20 december 1951
CITATION,equivalent citation 1952 all india reporter 54 1952 supreme court reporter 377
COUNSEL,kn aggarwala accused
COUNSEL,g mathur state rajasthan
JUDGE,bose j delivered judgment fol low
JUDGE,fazl ali j agreed
JUDGE,bose j
RLC,committed session convicted sistant session judge sawai jaipur sentenced year s rigorous imprisonment fine r 250
NAME,surajpal singh others v state 20 december 1951
CITATION,equivalent citation 1952 all india reporter 52 1952 supreme court reporter 193
COUNSEL,sp sinha gc mathur appellant
COUNSEL,kb asthana respondent
JUDGE,judgment court deliv ered fazl j
RLC,judge evidence unreliable charge section 201 indian penal code established beyond reasonable doubt
RLC,high court delivered judgment 8th 1947 allowing appeal state government
RLC,shortly stated conclusion arrived high court ratan singh much right possession field bhagwati kuer party trying take exclusive possession field party prepared contingency vindicate enforce right hence possession wholly immaterial right private defence successfully pleaded appellant
NAME,pd shamdasani v central bank india limited 21 december 1951
CITATION,equivalent citation 1952 all india reporter 59 1952 supreme court reporter 391
COUNSEL,petitioner person
COUNSEL,ck daphtary solicitor general india jb dadachanji respondent
JUDGE,judgment court delivered patanjali sastri cj
NAME,chintaman rao v state madhya pradeshram krishnav state madhya 8 november 1950
CITATION,equivalent citation 1951 all india reporter 118 1950 supreme court reporter 759
COUNSEL,gn joshi petitioner
COUNSEL,sm sikri respondent
JUDGE,judgment 0 court delivered mahajan j
STATUTE,section 3 4 act term 3
STATUTE,deputy commissioner notification fix period agricultural season respect village specified therein
STATUTE,1 deputy commissioner general extend village specify prohibit manufacture bidis agricultural season
STATUTE,2 number person residing village specified agricultural season engage manufacture bidis manufacturer season employ person manufacture bidis
STATUTE,article 19 1 g run follows citizen right practise profession carry occupation trade busi ness
STATUTE,762 article guarantee freedom occupation busi ness
STATUTE,freedom guaranteed herein however subject limitation imposed clause 6 article 19
STATUTE,clause term nothing sub clause g clause affect operation existing law far imposes prevent state making law imposing interest general public reasonable restric tions exercise right conferred sub clause particular nothing sub clause affect operation existing law far prescribes empowers authority prescribe prevent state making law prescribing empowering authority prescribe professional technical qualification necessary practising pro fession carrying occupation trade business
STATUTE,point consideration application whether central province berar act 64 1948 come within ambit saving clause excess
ARG,learned counsel petitioner contends impugned act impose reasonable restriction exercise fundamental right interest general public totally negative
STATUTE,preamble act stated enacted provide measure supply adequate labour agricultural purpose bidi manufacturing area
STATUTE,section 3 4 cited empower deputy commissioner prohibit manufacture bidis agricultural season
STATUTE,contravention punishable section 7 act penalty imprisonment term extend six month fine
NAME,np ponnuswami v returning officer 21 january 1952
CITATION,equivalent citation 1952 all india reporter 64 1952 supreme court reporter 218
COUNSEL,n rajagopal iyengar appellant
COUNSEL,r ganapathi iyer 1st respondent
COUNSEL,1100 setalvad attorney general india gn joshi union india
COUNSEL,ka chitale advocate general madhya bharat gn joshi state madhya bharat
JUDGE,fazl ali j delivered judgment follows
JUDGE,patanjali sastri cj mahajan mukherjea da chandrasekhara aiyar jj
ARG,appellant s questioning something happened candidate declared elected thing questioning election argument advanced behalf support construction 1 word election used article 329 b mean normally etymologically mean namely result polling final selection candidate 2 fact election petition filed polling candidate declared elected normally called petition final result bear conten tion word election meaning article b result polling final selec tion candidate 226 3 word arising connection used article 324 1 word respect matter relating connection used article 327 s28 show fram er constitution knew necessary use different language referring respectively matter happen prior result polling intended include rejection nomina tion paper within ambit prohibition contained article s29 b used similar language article 4 action returning officer reject ing nomination paper questioned high court article 226 constitution follow ing reason scrutiny nomination paper rejec tion provided section 36 representation people act 1951
ARG,parliament provision exercise power conferred article 327 constitution subject constitution
ARG,action returning offi cer subject extraordinary jurisdiction high court article 226
ARG,argument appear first sight quite im pressive opinion weightier basical ly important argument support view taken high court
ARG,argued since representation people act enacted subject constitution cannot bar jurisdiction high court issue writ article 226 constitution
ARG,argument however completely shut reading act along article 329 b
NAME,bijjoy chand potra v state 14 december 1951
CITATION,equivalent citation 1952 all india reporter 105 1952 supreme court reporter 202
COUNSEL,sn mukherjee appellant
COUNSEL,b sen respondent
JUDGE,judgment court deliv ered fazl ali j
NAME,hanumant v state madhya 23 january 1952
CITATION,equivalent citation 1975 all india reporter 1083
COUNSEL,bakshi tek chand kv tarnbay appel lant criminal appeal number 57 1951
COUNSEL,tl shivde advocate general madhya pradesh tp naik respondent
JUDGE,judgment court delivered mahajan j
RLC,learned special magistrate convicted appellant three charge
RLC,sentenced r patel rigorous imprisonment year charge pay fine r 2 000 r 2 000 r 1 000 first second third charge respectively
RLC,appellant nargundkar sentenced rigorous imprisonment six month charge pay fine r 2 000 r 2 000 r 1 000 first second third charge respectively
RLC,learned session judge quashed conviction appellant first charge criminal conspiracy section 120 b ipc maintained 1093 conviction sentence section 465 ipc charge forging exhibit p3 a p 24
RLC,learned session judge disagreed finding high court agreed session judge point
ARG,learned advocate general contended impossible patel unless seen exhibit p6 quote rate large number item numbering 197 every lower rate given exhibit p6 circumstance single quoted higher rate exhibit p6 conclusive fact done seen exhibit p6
ARG,satisfactory explana tion patel abandoned scheme adopted 1102 drawing exhibit p4 p5 original tender
ARG,contended learned advocate general finding court letter written time investigation july august 1947 antedated implicate amarnath use evidence defence
ARG,contended learned advocate general statement inconsistent recital contained exhibit p 24
NAME,kumar pashupatinath malia v deba prosanna mukherjee 4 1951
CITATION,equivalent citation 1951 all india reporter 447 1951 supreme court reporter 572
COUNSEL,purusottam chatterji section n mukherjee appellant
COUNSEL,panchanan ghose pc chatterjee respondent
JUDGE,4 following judgment delivered da j
RLC,8 1941 subordinate judge settled issue fixed june 9 1941 preliminary hear ing suit particularly issue based plea bar eventually taken preliminary hearing september 4 1941 judgment delivered september 8 1941 learned subordinate judge dismissed suit issue number 2 follows plaint disclose valid cause action suit appellant preferred appeal high court calcutta
RLC,although high court rc mitter kc chunder jj accept reasoning learned subordinate judge based decision however agreed appellant get relief decree suit number 78 1922 reopened passed 579 a suit act applies consequently dis missed appeal
ARG,appellant come appeal u obtained certificate high court section 110 code civil procedure
ARG,learned advocate appearing support appeal u contended high court error holding decree suit number 78 1922 liable reopened second proviso section 36 1
ARG,learned advocate respondent joining issue point raised point however find favour high court namely respondent bona fide assignee value mortgage debt protected sub section 5 section 36
NAME,anderson wright limited v moran company 1 november 1951
CITATION,equivalent citation 1955 all india reporter 53 1955 supreme court reporter 1 862
COUNSEL,kp khaitan section n mukherjea rajinder narain appellant
COUNSEL,1100 setalvad attorney general india an sen v section sawhney section p varma respondent
JUDGE,judgment court delivered mukherjea j
NAME,kidar lall seal another v hari lall seal 18 december 1951
CITATION,equivalent citation 1952 all india reporter 47 1952 supreme court reporter 179
COUNSEL,1100 setalvad attorney general india b sen appellant
COUNSEL,supreme court isaac b barterice respond ent 1951
JUDGE,leading judgment delivered bose j fazl ali j agreed 180 bose j
RLC,appeal learned chief justice high court chatterjee j disagreed
ARG,learned counsel plaintiff respondent con tended section 43 contract act applied
ARG,relied following provision two joint promisor compel every joint promisor contribute equally performance promise unless contrary intention appears contract
ARG,two joint promisor make default contribution remaining joint promisor bear loss arising default equal share
ARG,argument unless contrary intention appears contract
ARG,loss borne equally
ARG,contended agree word con tract refer main contract promisor side promisee
ARG,contract suit mortgage
ARG,learned counsel plaintiff respondent urged defendant shut relying section 82 never raised high court
NAME,naranjan sigh nathawan v state punjab 13 25 january 1952
CITATION,equivalent citation 1952 all india reporter 106 1952 supreme court reporter 395
COUNSEL,raghbir singh amicus curia petitioner petition no
COUNSEL,section sikri advocate general punjab jindra lal state punjab
JUDGE,judgment court deliv ered patanjali sastri cj
NAME,kashinath bhaskar datar v bhaskar vishweshwar karve 22 february 1952
CITATION,equivalent citation 1952 all india reporter 153 1952 supreme court reporter 491
COUNSEL,roshan lal b shastri appellant
COUNSEL,hardyal hardy respondent
JUDGE,judgment court deliv ered bose j
NAME,shrimant sardar v shrimant malojirao 30 january 1952
CITATION,equivalent citation 1952 all india reporter 138 1952 supreme court reporter 402
COUNSEL,b somayya sanjiva rao naidu nc shaw appellant
COUNSEL,1100 setalvad attorney general india vn lokur respondent no 1 2
COUNSEL,1100 setalvad attorney general india gn joshi respondent number 3 state bombay 1952
COUNSEL,january 30
JUDGE,judgment delivered bose j patanjali sastri cj da j agreed bose j bose j
NAME,mohinder singh v state 17 october 1950
CITATION,equivalent citation 1953 all india reporter 415 1950 supreme court reporter 821
COUNSEL,jai gopal sethi rl kohli appel lant
COUNSEL,bk khanna advocate
JUDGE,judgment court deliv ered fazl ali j
STATUTE,mohinder singh section 302 307 read section 34 indian penal code rw
STATUTE,thereafter tried session judge ferozepore section 302 307 read section 34 indian penal code
RLC,appellant sentenced death section 302 gurnam singh sentenced transportation life section view youth
RLC,sentenced 3 year rigorous imprisonment section 307 read section 34 indian penal code
RLC,court alibi proved satisfactory evidence charge appellant
NAME,mohammad yasin v town area 27 february 1952
CITATION,equivalent citation 1952 all india reporter 115 1952 supreme court reporter 572
COUNSEL,nuruddin abroad petitioner
COUNSEL,kn aggarwal respondent
JUDGE,judgment court delivered da j
NAME,veerappa pillai v raman raman limited others 17 march 1952
CITATION,equivalent citation 1952 all india reporter 192 1952 supreme court reporter 583
COUNSEL,1100 setalvad cr pattabhi raman appellant
COUNSEL,ck daphtary m natesan respondent number 1vkt chari advocate general madras r ganapathi lyer respondent number 4 1952
JUDGE,judgment court delivered chandrasekhara aiyar j
RLC,high court took view throughout stage prior high court s decree party transport authority vested power issue per mit government proceeded upon footing transfer permit dependent title bus veerappa pillai obtained temporary permanent permit capacity transferee individual right
RLC,quote learned chief justice conduct party attitude transport authority including government explicable assumption right party consequent ownership five vehicle
ARG,mister setalvad appearing appellant urged two narrower ground sufficient purpose
ARG,firstly urged however wide jurisdiction high court might article 226 never exer cise power article manner convert court appeal sitting judgment every tribunal authority state discharging administrative quasi judicial function
ARG,secondly maintained motor vehicle act rule framed thereunder dealing grant permit self contained code respect right liabil ities created statute manner enforcement sought within statute
ARG,urged event high court substitute view discretion view taken discretion exercised specified authority even erroneous unsound
NAME,bathina ramakrishna reddy v state madras 14 february 1952
CITATION,equivalent citation 1952 all india reporter 149 1952 supreme court reporter 425
COUNSEL,426 sp sinha ss prakasam appellant
COUNSEL,r ganapathy iyer respondent
JUDGE,judgment court delivered mukherjea j
RLC,high court hearing party came conclusion publication amount contempt court calculated lower pres tige dignity court bring disrepute administration justice
RLC,428 propriety decision high court far relates appellant challenged u appeal mister sinha appeared support raised u two fold contention first main contention contempt committed respect court subordi nate high court allegation article constitute offence section 499 indian penal code jurisdiction high court take cognizance expressly barred section 2 3 contempt court act
NAME,mahant pragdasji guru v patel ishwarlalbhai narsibhai 7 march 1952
CITATION,equivalent citation 1952 all india reporter 143 1952 supreme court reporter 513
COUNSEL,514 ck daphtary nc shah appellant
COUNSEL,rajani patel respondent
JUDGE,judgment court delivered mukherjea j
ARG,allegation plaintiff prayed 1 property described schedule plaint well property management defendant declared religious charitable trust property kaivalya karuna sagar panth 515 2 defendant removed gadi posse sion property suitable successor appointed place 3 defendant called upon render account period management 4 a scheme might framed proper management institution
ARG,defendant written statement traversed material allegation plaint contended infer alia suit maintainable inasmuch public trust religious charitable character existed respect suit property private property defendant
NAME,amjad khan v state 20 march 1952
CITATION,equivalent citation 1952 all india reporter 165 1952 supreme court reporter 567
COUNSEL,568 sp sinha sharif nuruddin ahmad shaukat hussain appellant
COUNSEL,gopal singh respondent
JUDGE,judgment court delivered bose j
RLC,high court hold proved hold preceded firing appellant
RLC,hole wall two portion building two shop situate high court hold zahid s family got appel lant s portion building hole took refuge
RLC,high court hold appel lant s mother told appellant crowd burst appellant s shop looting
RLC,learned judge state quite true crowd beat door appellant s shop lathi passing broken shop
RLC,accept fact crowd beating door appellant s shop lathi
NAME,raja bhupendra narain singha v maharaj bahadur singh 2 april 1952
CITATION,equivalent citation 1952 all india reporter 201 1952 supreme court reporter 782
COUNSEL,sitaram bannerjee arun kumar dutta amiya kurnar mukherjea appellant civil appeal no
COUNSEL,panchanan ghose chadra nath mukherji respondent no 1 3 civil appeal number 75 92 1951
JUDGE,judgment court delivered mahajan j
RLC,learned district judge appeal reversed decision allowed defendant amount claimed way equitable set subject however condition due defendant deducted due plaintiff till defendant s due wiped
RLC,relevant part judgment run thus broad fact plaintiff possession land since 1910 enjoy ment rent tenant date according law entitled posse land uncondi tionally
RLC,fact court time come final adjustment account party court try substantial justice party
RLC,sufficient answer say plea equitable set raised beginning
NAME,gnanambal ammal v raju ayyar others 21 october 1950
CITATION,equivalent citation 1951 all india reporter 103 1950 supreme court reporter 949
RLC,appeal judgment decree division bench madras high court wadsworth rajamannar jj dated 27th november 1945 appeal number 518 1941 reversing judgment subordinate judge mayuram dated 10th july 1944 original suit number 34 1943
COUNSEL,b somayya r ramamurti appel lant
COUNSEL,951 k krishnaswami aiyangar k narasimha aiyangar respondent number 1 1950
JUDGE,judgment court delivered mukherjea j
RLC,appeal directed appellate judgment division bench madras high court dated november 27 1945 reversing decision subordinate judge mayuram original suit number 34 1943
RLC,first court accepted contention defendant number 1 dismissed plaintiff s suit
RLC,appeal high court judgment reversed plaintiff s claim allowed
RLC,high court construction found favour plaintiff primarily ground contingency happened present videlicet widow took adoption nephew s son testa tor paragraph 5 come operation
RLC,obvious difficulty according learned judge accepting construction sought put upon defendant number 1 paragraph 5 speaks kothan gudi injigudi property whereas paragraph 13 mention injigudi house purport give life interest nagammal
RLC,result plaintiff s claim allowed
ARG,course argument referred learned counsel side quite large 955 number decided authority english indian support respective contention
NAME,yeswant deorao deshmukh v walchand ramchand kothari 1 december 1950
CITATION,equivalent citation 1951 all india reporter 16 1950 supreme court reporter 852
COUNSEL,k section krishnaswami aiyangar k narasimha aiyangar appellant
COUNSEL,1100 setalvad attorney general india b sen respondent
JUDGE,judgment court deliv ered chandrasekhara aiyar j
RLC,appeal high court chagla cj dixit j reversed decision holding condi tional decree step taken tendulkar execute decree avail insolvency pro ceedings 855 different relief altogether section 14 2 limitation act invoked
RLC,concurred finding subordinate judge judgment debtor prevented execution decree within 12 year fraudulent concealment ownership prabhat newspaper twelve year bar limi tation apply application barred article 182 limitation act three year run 9th september 1940 date dismissal previous execution application present application filed 4th october 1946
ARG,learned advocate appellant devot ed argument fourth contention set forth
RLC,referring stratagem adopted judgment debtor bhagu jetha v malick bawasaheb 1 learned judge observed opinion stratagem much dishonest
RLC,attempt part judgment debtor conceal property deny ownership put forward mere benamidar real owner property
RLC,opinion execution decree barred section 48
ARG,strength concurrent finding mister krish naswami iyengar appellant argued fraud fell within scope section 18 limitation act wood inasmuch proper article apply article 181 imita tion act
ARG,right apply accrued fraud became known june 1946 till kept fraud knowledge right make application property
STATUTE,conduct spondent fraudulent within meaning section 48 2 civil procedure code
ARG,mister setalvad learned attorney general appeared respondent pointed 859 benami purchase holding abhyankar proprietor prabhat amount false representation misrepresentation judgment creditor account reliance placed account opened bank ordinarily avail able inspection third party
STATUTE,section 48 civil procedure code corresponds section 230 code 1882 term 48
STATUTE,1 application execute decree decree granting injunction execution decree upon fresh application presented expiration 12 year a date decree sought executed b decree subsequent directs payment money delivery property certain date recurring period date default making payment delivery respect applicant seek execute decree
STATUTE,2 nothing section deemed a preclude court ordering executior decree upon application presented expiration term twelve year 860 judgment debtor fraud force prevented execu tion decree time within twelve year immedi ately date application b limit otherwise affect operation arti cle 183 first schedule indian limitation act 1908
STATUTE,section 18 limitation act 1908 run thus 18
STATUTE,person right institute suit make application mean fraud kept knowledge right title founded document necessary establish right fraudulently concealed time limited instituting suit making application a person guilty fraud accessory thereto b person claiming wise good faith valuable consideration computed time fraud first became known person injuriously affected thereby concealed document first mean producing compelling production whether fraud judgment debtor actually prevent execution decree whether enough fraud committed without esulting actual prevention diver gence opinion decided case
STATUTE,section 18 limitation act postulate former alternative
STATUTE,true article 181 182 limitation act section 48 864 civil procedure code read together
ARG,learned advocate appellant asked possible apply execution fraud whether law contemplated even though fraud prevented execution decree go filing useless futile application every three year merely keeping decree alive
STATUTE,third column article 182 prescribes starting point limitation different specified circumstance
STATUTE,indeed need mention ground fraud fraud kind limitation act contem plate relief prescribed section 18 limitation act established time automatically altered operation section
STATUTE,opinion conten tion fraud established present section 48 2 civil procedure code appellant get fresh starting point limitation article 182 limitation act unacceptable
FACTS,assessment year 1940 41 net income assessee head property computed income officer sum r 6 21 764 deducting gross rent certain payment
REASONING,capital expenditure property
RPC,opinion capital charge mean charge created capital sum ie charge secure discharge liability capital nature
PRECEDENT,1933 privy council decided bijoy singh
PRECEDENT,dudhuria v commissioner income calcutta 1
PRECEDENT,assessment section 9 assessment general income assessee liable pay maintenance step mother charged asset decree court
PRECEDENT,liability voluntarily incurred cast law
PRECEDENT,privy council amount paid discharge liability formed part real income included assessment
PRECEDENT,though decision proceeded principle outgoings part assessee s income framer amending act 1939 wanted apparently extend principle far assessment property concerned even case obligatory payment assessee s income property charged payment second sub clause namely property subject annual charge capital charge amount charge added
PRECEDENT,commissioner income bombay v mahomedbhoy rowji 1 bench bombay high court considered meaning word
PRECEDENT,clear conflict judicial deci sion meaning phrase annual charge occur ring section 3 1 4 meaning given natural meaning word
PRECEDENT,phrase capital charge beaumont cj referred took view word mean charge capital
PRECEDENT,allahabad judgment appeal 1 ilr 2 ilr 1944
PRECEDENT,558 word considered meaning charge capital
PRECEDENT,annual charge mean charge secure discharge annual liability capital charge mean charge secure discharge liability capital nature
RPC,think construction natu ral construction section right
RPC,determination point whether tax dispute fall within ambit phrase annual charge capital charge depends statute levied
PRECEDENT,commissioner income bombay v mahomedbhoy rowji 1 beaumont cj rejecting claim deduction tax placed reliance 1 ilr 561 section 9 1 v allows deduction respect sum paid account land revenue
PRECEDENT,observed land revenue stand footing municipal tax legislature special provision deduction sum payable regard land revenue respect sum paid account municipal tax circumstance indicated deduction allowable
PRECEDENT,purpose reference provi sion section 10 deal business allowance wherein deduction sum paid account land reve nue local rate municipal tax allowed
PRECEDENT,concluding part judgment learned chief jus tice necessary consider exact meaning word suffi cient say cover municipal tax charge property section 212 bombay municipal act
REASONING,562 kania j arriving conclusion influenced consideration tax variable character ie liable increased reduced various municipal act charge nature contingent charge
PRECEDENT,moss empire limited v inland revenue commissioner 1 house lord fact certain payment contingent variable amount affect character annual payment word annual taken quality recurrent capable recurrence
PRECEDENT,cunard s trustee v inland revenue commissioner 2 payment capable recur rent annual payment within meaning schedule d third rule 1 1 even though necessarily recurrent year year fact varied amount immaterial
RPC,allahabad high court 1 2 1948 1aer 150 3 ilr 4 ilr 563 gappumal kanhaiya lal v commissioner incometax 1 connected appeal took correct view matter reasoning given therein approval
RPC,result appeal allowed two question referred high court income tribunal cited answered affirmative
RPC,appellant cost appeal
FACTS,835 deoshis agreed inter alia pay royalty rate 2a per ton class coal raised subject minimum r 750 year
FACTS,singhs feeling aggrieved latter transaction brought title suit number 1291 1921 court subordinate judge dhanbad declaration title possession 500 bighas leased deoshis aforesaid patta 7th june 1921
FACTS,patta defend ant number 3 executed favour plaintiff respect 5 800 bighas coal land village rahraband remain force plaintiff get decree declara tion right title 500 bighas coal land dispute defendant 1 2 deoshis hold possession tenant
FACTS,besides term mentioned defendant 1 2 remain bound remaining term took settlement 500 bighas coal land defendant number 3 836 patta kabuliyat defendant 1 2 posse plaintiff generation generation term patta kabuliyat remain effective force
FACTS,defendant number 3 execute part aforesaid modified term favour plaintiff within time aforesaid defendant 1 2 execute kabuliyat aforesaid modified term rafanama treated part kabuliyat plaintiff accordance term rafanama pay defendant number 3 r 6 000 minimum royalty commission rate la
FACTS,per ton 2a
RPC,answer contention stated found full bench decision court see charu chandra mitra s
RPC,mere alteration rent reserved make transaction new lease bring within clause d subsection 1
RPC,unable share view
REASONING,oversimplifies compromise transaction opinion involves much mere alteration royalty stipulated previous pattas executed kumar
PRECEDENT,pointed judicial committee hemanta kumar s 1 agreement lease lease statute declared include lordship opinion document effect actual demise operates lease
PRECEDENT,phrase context occurs statute found opinion relate document creates present immediate interest land
RPC,payment impossible determine whether lease
RPC,contingent agreement within clause d although covered clause b excepted clause 6 sub section 2
RPC,agree conclusion high court though dif ferent ground dismiss appeal cost
RPC,appeal dismisseel
PRECEDENT,gist numer ous decision subject clearly summed viscount simon watt v thomas 2 observation adopted reproduced extenso judicial committee recent appeal madras high court 3
PRECEDENT,like tribunal go wrong fact cogent circumstance judge first instance 1 vide lord atkin s observation wc macdonald v fred latinmer all india reporter 1929 pc 15 18
PRECEDENT,light observation propose examine propriety decision section learned judge high court present
FACTS,draft fair copied stamped witness signed scribe taken bhikhi ram ghur lal kot palace raja signature
PRECEDENT,learned judge seem think plaintiff really spot mortgage deed executed bhikhi ram dead story manufactured plaintiff vide observation lord carson nether landsche handel maatschappij v rmp chettiar firm others air 1929 po 202 205
REASONING,see nothing improbable story deference wish raja plaintiff consented document scribed jawala prasad patwari
RPC,result appeal allowed judgment high court 792 set aside
RPC,high court however dismissed suit ground non attestation mortgage bond consider point raised go back court matter left undecided heard decided learned judge dis posed accordance law
RPC,plaintiff appellant entitled cost hearing well cost high court defendant number 1
RPC,appeal allowed
FACTS,5th august 1935 first respondent filed application 21 rule 90 section 47 code civil procedure set aside sale july 1935 alleging certain irregularity conduct sale
FACTS,subsequently two appeal filed behalf 809 respondent hereinafter sometimes ferred judgment debtor refus ing set aside sale 21 rule 90 civil procedure code dis missing application madras act
FACTS,per annum date sale till date payment
FACTS,far belated application affect right claimed judg ment debtor act question raised appeal deal referring material act finding high court given rise several debatable point
REASONING,second point equally unsubstantial cause well settled owner property cease owner merely placed hand receiver
PRECEDENT,bhawani kunwar v mathurn prasad singh 1 ques tion mortgagee purchased certain vil lages execution decree acquired title property purchased directly arose considera tion privy council rightly pointed 1 tlr 816 sale execution mortgage decree took effect actual date sale confirmation simple cited settle controversy present matter complicated account appeal refusing set aside sale 21 rule 90
PRECEDENT,generally speaking true position seems finality litigation finally determined appellate court
PRECEDENT,principle recognized number case enough cite chandramani shaha v anarjan bibi 1
PRECEDENT,purchaser delivery possession run date appeal high court code civil proce dure 1908 power subordinate judge time sale becomes absolute purpose article 180 high court disposes appeal article 180 indian limitation act period limitation run date sale becomes absolute
PRECEDENT,give narrow literal meaning word period limitation run date original court execution confirms sale
PRECEDENT,pointed privy council high court appellate court power trial court appeal dismissed high court trial court confirming sale became absolute
PRECEDENT,till deci sion appellate court finality attached confirming sale
REASONING,reason confirmation sale satisfac tion decree entered title village passed indefeasibly decreeholder longer decree decree debt scaled
RPC,sale 1935 interest judgment debtor village sale set aside rele vant civil procedure code
RPC,interest interest contemplated section 3 sub clause 2 a b act speaks 821 saleable interest interest tenant ryot underten ure holder
RPC,agree conclusion reached learned broth er
RPC,appeal allowed
FACTS,1683 1720 1735 1757 1939 aggregate sum r 1 80 000 interest thereon whereas mill advised settle suit amicably whereas calcutta agency limited director sn mitter supreme court mitter still managing agent mill undertaken reimburse mill respect decree four suit manner hereinafter appearing present witness income tax hereby agreed declared i commission 3 payable mill agency regulation 131 arti cles association company company paramount lien deduct set moiety thereof payment mill make respect decree cost suit
FACTS,5 besides tribunal opinion revenue exhibit penditure
FACTS,payment towards liquidation decretal amount tribunal circumstance capital payment
PRECEDENT,covered judgment court appeal mitchell scase 1 applying line reasoning high court differed conclusion tribunal allowed deduction respondent company sec tion 10 2 15 income act claimed respondent
PRECEDENT,commissioner income west bengal come appeal u
REASONING,high court fell grave error omitting first ascertain fact found stated tribunal
PRECEDENT,reliance placed contention raja bijoy singh dudhuria s 1
PRECEDENT,contention rejected
RPC,opinion appeal allowed simple ground fact neces sary established respondent support claim exemption section 10 2 15 indian income act established stage proceeding entitled deduction claimed
RPC,appeal allowed cost high court
FACTS,appellant appealed commissioner assessment penalty levied upon appeal dismissed 6th june 1946
FACTS,803 commencement hearing appeal court a preliminary objection raised learned counsel respondent appeal compe tent hearing party opin ion objection wellfounded
PRECEDENT,sri mahanth harihar gir v commissioner income bihar orissa 1 special bench patna high court appeal lay majesty council clause 31 letter patent patna high court high court dismissing application section 66 3 income act a provision similar section 21 act u direct commissioner income state
PRECEDENT,whole law subject clearly exhaustively dealt pointed view taken full bench lahore high court cited appellant supported sever al high court privy council matter came refrained expressing opinion correctness
PRECEDENT,fully dealt tata iron steel company v chief revenue authority bombay 1 lord atkinson pointed high court merely advisory quoted following observation lord esher knight tabernacle permanent building society 2 exhibit parte county council kent statute provided might stated 1 617 805 decision court though language might prima facie import equivalent judgment yet context looked appeared jurisdiction court appealed consultative noth ing amounted judgment
REASONING,high court acquired jurisdiction deal virtue express provision bihar sale act
RPC,appeal dismissed
FACTS,janki s husband married another wife got son named babu ram
FACTS,mithani came hold entire estate husband restricted right hindu widow
FACTS,27th october 1921 transaction entered babu ram behalf well guardian infant nand lal hand mst
FACTS,1st september 1938 ram gopal added party defendant suit plaintiff s application defendant number 6
FACTS,ram dayal purchased property execution money decree sunder lal three son acquired valid title
PRECEDENT,privy council early tagore v tagore 3 estate given man without express word inheritance absence conflicting context carry hindu law estate inheritance
PRECEDENT,1 vide rajgndra prasad v gopal prasad
