label,sentence
REASONING,"By order of the Governor in Council, for Under Secretary to the Government of Bombay."
REASONING,""" In order to find out whether there was any resolution of the Government as mentioned in the above communication, during the pendency of the suit the plaintiff issued the following interrogatory to the Government of the State of Bombay : ""When was the decision, not to assess the lands men tioned in Schedule II of the plaint and other lands under rule 92, referred to in para."
REASONING,8 of their written statement arrived at by the Government ? Produce a copy of the said decision which may have been embodied in a Government resolution along with the opinion of the Government officers with which Government may have concurred.
REASONING,""" The answer given on behalf of the State Government to this question was as follows : ""(8) Government Memorandum, Revenue Department, No. 5235 B/33, dated the 8th March, 1937, confirmed the Collec tor 's action in refusing the proprietor 's request for the levy of non agricultural assessment. ' ' This answer indicates that the Government acting under rule 92, neither adopted any resolution nor issued any notification giving any directions to the Collector contrary to the provisions contained in that 272 rule."
REASONING,All that it did was to confirm the Collector 's order rejecting the request of the plaintiff for making the as sessment of non agricultural lands in the village.
REASONING,During the interval between 1927 37 a large number of plots of land mentioned in schedule II were put to non agricultural uses by the tenants in possession of them and a number of buildings were constructed thereupon.
REASONING,"The plain tiff having failed in persuading the Government to make an assessment under rule 92 of such lands, after service of notice under section 80 of the Code of Civil Procedure, instituted the present suit, (a) for a declaration that he was entitled to have nonagricultural assessment made on all lands in the village of Dahisar which were used or which may thereafter be brought into use for purposes other than agricultural, and (b)for an order that the Collector of Bombay, Suburban District, be directed to determine the amount of non agricultural assessment on the lands mentioned in schedules I and II of the plaint and to levy the same under clause 2 of rule 96 and pay it to the plaintiff, or in the alternative, to direct the defendant to issue a commission to the plaintiff under section 88 of the Land Revenue Code."
REASONING,"Schedule I gave details of the nine plots of land that had been converted into non agricultural use before the survey of 1926, while schedule II gave details of those lands which since 1926 up to the date of the suit had been converted to such use."
REASONING,The plaintiff also claimed damages to the extent of Rs. 120 as compensation for loss of agricultural assessment for six years in respect of lands mentioned in schedule I and he claimed similar damages to the extent of Rs. 300 for loss of non agricultural assess ment in respect of the other lands.
REASONING,He also claimed future damages and costs.
REASONING,The suit was resisted by the State Government on a number of grounds.
REASONING,It was contended that it was barred under section 4 (c) of the Revenue Jurisdiction Act and under article 14 of the Indian Limitation Act.
REASONING,On the merits it was pleaded that the action of the survey officer and the Collector in refusing to levy non agricultural assessment on lands contained in the 273 two schedules was lawful and proper and that the civil court could not question the discretion of the Government in such matters.
RLC,The trial Judge negatived all the technical objections raised by the defendant and on the merits held that the Collector 's action in refusing to levy nonagricultural assessment on the lands in question was wrongful.
REASONING,"He, there fore, granted the declaration prayed for."
REASONING,"He, however, refused to give further relief to the plaintiff and disal lowed the prayer for a direction for levying non agricultur al assessment on the lands given in the two schedules and for paying it to the plaintiff."
REASONING,He observed that the Govern ment would be well advised if it levied such assessment and paid it to the plaintiff.
REASONING,Two appeals were taken to the High Court against the decree of the trial Judge.
REASONING,That Court modified this decree and granted a declaration to the plaintiff that he was entitled to receive non agricultural assessment on all lands which are and which may hereafter be used for non agricul tural purposes.
REASONING,It ordered the defendant to levy such altered assessment on the lands mentioned in schedule I and decreed consequential damages to the plaintiff in respect to these lands.
REASONING,"As regards the lands in schedule II, the plain tiff 's suit for a direction to assess and levy non agricul tural assessment on them was dismissed."
REASONING,The court drew a distinction between lands that had been converted to non agricultural use before the survey of 1926 and those which had since then been converted to such use.
REASONING,"As regards the former, it was held that the survey officer had erroneously declined to make non agricultural assessment on those lands and his action was ultra vires."
REASONING,Relief was given to the plaintiff regarding those lands as prayed for.
REASONING,"As regards the latter, it was held that it was within the discretion of the Government to order an alteration of the assessment on such lands and this discretion could not be questioned in a court of law."
REASONING,The plaintiff being dissatisfied with this part of the decision made an application for leave to appeal to.
REASONING,"the Privy Council on the 15th 274 September, 1945."
REASONING,During the pendency of the application the plaintiff died and his heirs and executors were implead ed as his legal representatives.
REASONING,"A certificate for leave to appeal to the Privy Council was granted on the th February, 1947, and the appeal preferred under the certificate is now before us for decision."
REASONING,There is no controversy in this appeal as regards the reliefs that have been given to the plaintiff by the High Court.
REASONING,The appeal concerns the fur ther relief refused to the plaintiff in respect to the lands mentioned in schedule II.
REASONING,"It was contended on behalf of the appellant that under the terms of the conveyance dated 25th January, 1819, and of the covenants contained therein it was not open to the Government or the Collector to refuse the alteration of the assessment claimed by the plaintiff and that the Government could not give any direction under rule 92 which would be contrary to these covenants and assur ances."
REASONING,It was said that the Government was bound to use its power to levy assessment as trustee for the transferee and that the exercise of this power could not be arbitrarily refused by it.
REASONING,"It was urged that the Government Resolution dated 5th June, 1907, clearly indicated that the rules framed under the Land Revenue Code were not intended to affect adversely the owners of alienated lands and the Collector was bound to make an assessment as required by the plaintiff."
REASONING,"Lastly, it was argued that as a matter of fact Government never exercised its power under rule 92 and never gave a direction to the Collector to a contrary effect and that the mere affirmation of the erroneous order of the Collector by Government did not amount to a direction con templated by the provisions of rule 92."
REASONING,"Having considered this case in all its aspects, we have reached the decision that the High Court 's decision have in so far as it refused relief to the plaintiff in respect to the lands mentioned in schedule II should be reversed."
REASONING,Rule 92 cited in the earlier part of this judgment in imper ative terms directs the Collector to alter the assessment in case agricultural lands are Converted to non agricultural use.
REASONING,The Collector has 275 no option in the matter and as soon as an application is made to him he should proceed to make an assessment and levy it on the non agricultural lands.
REASONING,"When the Collector de clined to accede to the request of the plaintiff he acted in contravention of the clear provisions of the rule, because admittedly at that time no ""directions to the contrary"" had been given to him by the Government."
REASONING,There was no resolu tion of the Government in existence and no notification had been issued under the provisions of rule 92 directing the Collector not to make an alteration in the assessment when required to do so.
REASONING,"The Commissioner, in dismissing the plaintiff 's appeal, also contravened the provisions of rule 92."
REASONING,"When the matter went up in appeal to the Governor in Council, no decision was taken under the provisions of rule 92."
RLC,The High Court assumed that the confirmation of the action of the Collector by the Government amounted to a direction by the Government to the contrary in respect of the lands in question.
REASONING,We are unable to agree with this conclusion.
REASONING,"When Gov ernment has been given the power to give directions to the Collector not to act in accordance with the imperative provisions of a rule which enjoin upon him to make the altered assessment, that power has to be exercised in clear and unambiguous terms as it affects civil rights of the persons concerned and the decision that the power has been exercised should be notified in the usual manner in which such decisions are made known to the public."
REASONING,It was conceded by Mr. Joshi that no such decision was taken by Government and no direction was issued by Government under rule 92 Dismissal by the Government of the plaintiff 's appeal and affirmation by it of an erroneous order of the Collector could not be held to amount to action under the provisions of rule 92.
REASONING,"In these circumstances, the plaintiff was clearly entitled to further relief in respect to lands mentioned in schedule II and a direction should have been issued to the State Government for making altered assessment on non agricultural lands and levy it on them and pay it to the plaintiff."
REASONING,"36 276 Mr. Joshi contended that the true effect of the provi sions contained in section 48 (2) and rule 92 was that the Government was not bound to levy altered assessment on lands converted to non agricultural use, that the section merely provided that the persons in possession of land were liable for such assessment but it did not say that it was obligato ry on the Government to make it and that the court had no jurisdiction to interfere with the discretion of the Govern ment in the matter."
REASONING,"We think that when a liability is imposed by a statute, that liability cannot be defeated by the exercise of any discretion by Government or by making rules which may negative that liability, but it is not necessary in this case to finally decide the point as the appeal stands decided otherwise."
REASONING,It is also unnecessary to express an opinion as to the precise scope of the power conferred on Government by the language of rule 92.
REASONING,The plaintiff 's learned counsel very properly did not press his appeal in respect to the claim of damages concern ing lands mentioned in schedule II.
RPC,Plaintiff 's suit to that extent fails.
RPC,For the reasons given above the appeal is allowed and the plaintiff 's suit is decreed with costs except in regard to the claim for damages in respect to the lands mentioned in schedule II.
RPC,The defendant is directed to make an assess ment on lands mentioned in schedule II in the same way as in respect of the lands mentioned in schedule I and levy the same and pay it to the plaintiff.
RPC,Appeal allowed.
NAME,"Rai Brij Raj Krishna And Another vs S.K. Shaw And Brothers on 2 February, 1951"
CITATION,"Equivalent citations: 1951 AIR 115, 1951 SCR 145"
COUNSEL,"Baldev Sahay (T. K. Prasad, with him) for the appel lant."
COUNSEL,"N.C. Chatterjee (H.J. Umrigar, withhim) for the respond ent. 1951."
JUDGE,The judgment of the Court was deliv ered by FAZL ALL J.
FACTS,This is an appeal from a judgment and decree of the High Court of Judicature at Patna reversing the appellate decree of a Subordinate Judge in a suit insti tuted by the respondents.
FACTS,The respondents have been in occupation as a monthly tenant of several blocks of premises belonging to the appellants at a monthly rental of Rs. 112.
FACTS,"The rent for the months of March, April and May, 1942, having fallen into arrears, they remitted it along with the rent for June, on 28th June, 1947, by means of two cheques."
FACTS,"As the appellants did not accept the cheques, on 4th August, 1947, the re spondents remitted the amount subsequently by postal money order."
FACTS,"On 12th August, 1947, the appellants, maintaining that there was non payment of rent and hence the respond ents were liable to be evicted, under section 1 1 (1) (a) of the Bihar Buildings (Lease, Rent and Eviction) Control Act, 1947 (Bihar Act III of 1947), applied to the House Control ler for the eviction of the respondents from the premises."
FACTS,"Section 11 (1) (a) of the Act runs as follows : ""Notwithstanding anything contained in any agreement or law to the contrary and subject to the provisions of section 12, where a tenant is in possession of any building, he shall not be liable to be evicted therefrom, whether in execution of a decree or otherwise, except 147 (a) in the case of a month to month tenant, for non payment of rent or breach of the conditions of the tenancy, or for subletting the building or any portion thereof with out the consent of the landlord, or if he is an employee of the landlord occupying the building as an employee, on his ceasing to be in such employment ;"" On 30th August, 1947, the respondents, whose money order had in the meantime been returned by the appellants, deposited the rent up to the month of June in the Office of the House Controller."
FACTS,"Notwithstanding this deposit, the House Controller passed an order on the both November, directing the eviction of the respondents by 10th May, 1948, and holding that they had made themselves liable to eviction by reason ' of non payment of rent."
FACTS,"The order of the House Controller was upheld by the Commissioner on appeal on the 27th April, 1948, and thereupon the respondents filed the present suit in the Patna Munsif 's Court for a declaration that the order of the ContrOller dated the 10th November, 1947, was illegal, ultra vires and without jurisdiction."
FACTS,"The suit was dismissed by the Munsif and his decree was upheld on appeal, but the 'High Court decreed the suit holding that the order of the Rent Controller was without jurisdiction."
FACTS,"The appellants were thereafter granted leave to appeal by the High Court, and they have accordingly preferred this appeal."
RLC,"The High Court has delivered a somewhat elaborate judg ment in the case, but it seems to us that the point ' aris ing in this appeal is a simple one."
REASONING,"The main ground on which the respondents have attacked the order of eviction passed by the House Controller is that in fact there was no non payment of rent, and, since no eviction can be ordered under the Bihar Act unless non payment is established, the House 'Controller had no jurisdiction to order eviction."
REASONING,"On the other hand, one of the contentions put forward on behalf of the appellants is that there was non payment of rent within the meaning of that expression as used in the Act, since the rent was not paid as and when it 148 fell due."
REASONING,"It was pointed out that the rent for the month of March became due in April and the rent for April became due in May, but no step was taken by the respondents to pay the arrears until the 28th June, 1947."
REASONING,"It appears that at the inception of the tenancy, the respondents had paid one month 's rent in advance, and it had been agreed between them and the appellants that the advance rent would be adjusted whenever there was default in payment of rent for full one month."
REASONING,"It was however pointed out that the advance payment could be adjusted only for one month 's rent, but, in the present case, the rent for three months had become due, and, since in a monthly tenancy the rent is payable for month to month, the rent for each month becoming due in the subse quent month, non payment of that rent at the proper time was sufficient to attract the provisions of section 11(1) (a) of the Act."
REASONING,"The appellants also raised a second contention, namely, that having regard to the scheme of the Act, the House Controller was fully competent to decide whether the condition precedent to eviction had been satisfied, anal once that decision had been arrived at, it could not be questioned in a civil court."
REASONING,"This contention was accepted by the first two courts, and the first appellate court dealing with it observed as follows : ""But the Buildings Control Act has authorised the Con troller to decide whether or not there is nonpayment of rent and it is only when he is satisfied that there has been nonpayment of rent that he assumes jurisdiction."
REASONING,"If the question of jurisdiction depends upon the decision of some fact or point of law, and if the court is called upon to decide such question, then such decision cannot be collater ally impeached (vide 12 Patna 117)."
REASONING,In my opinion when the Controller assumed the jurisdiction on being satisfied that there was non payment of rent and proceeded to pass an order of eviction.
RLC,I think the Civil Court can have no jurisdic tion to challenge the validity of such order.
RLC,""" The High Court did not however accept this view, and after referring to section 111 of the Transfer of 149 Property Act, proceeded to propound its own view in these words: ""Regard being had to the circumstances in which the Act under consideration was enacted and its object, as stated in the preamble as being 'to prevent unreasonable eviction of tenants ' from buildings, it would seem that the expres sion 'non payment of rent ' in section 11 in the context in which it is used must be given an interpretation which would have the effect of enlarging the protection against determi nation of a tenancy enjoyed by a tenant under the ordinary law."
REASONING,"The Legislature, therefore, by enacting that a tenant shall not be liable to be evicted 'except for nonpayment of rent ' should be held to have intended to protect a tenant from being evicted from a building in his possession for being a defaulter in payment of rent, if he brings into Court all the rent due from him before the order of his eviction comes to be passed ."
REASONING,"If, as contended for on behalf of the respondents, section 11 of the Act were to be construed as entitling a landlord to apply for eviction of a tenant on the ground of irregular payment of rent amounting to ' non payment ' of rent and as empowering the Controller to determine as to whether irregular payment of rent amounts to non payment of rent within the meaning of sub section (1)of section 11, and subsection (3) of section 18 were to be construed as making the decision of the Controller on this question of law a final one, it will appear that not only this Act will have conferred a right upon the landlord very much in excess of the right that he enjoys under the ordinary law in the matter of determination of tenancies, but that it will have conferred very much larger power on the Controller than that possessed by the Civil Courts under the ordinary law in the matter of passing decrees for eviction of tenants."
REASONING,"The principle of law and equity on which relief against forfei ture for ',non payment of rent ' is based, will have been completely abrogated, and the protection of a tenant in possession of a building instead of being enlarged will 150 have been very much curtailed."
REASONING,"A construction of these provisions, which is calculated to bring about these conse quences, cannot and is not in accordance with the circum stances to which this Act was intended to apply and indeed cannot be accepted."
REASONING,"The contention of Mr. Lalnarain Sinha on behalf of the respondent that the circumstances disclosed in the petition raised the question for determination by the Controller whether a case of non payment of rent in law was established, and his decision of that question, even if wrong in law, is not liable to be questioned in the Civil Court must be over ruled."
REASONING,""" It seems to us that the view taken by the High Court is not correct."
STATUTE,"Section 11 begins with the words ""Notwithstand ing anything contained in any agreement or law to the con trary,"" and hence any attempt to import the provisions relating to the law of transfer of property for the inter pretation of the section would seem to be out of place."
STATUTE,"Section 11 is a self contained section, and it is wholly unnecessary to go outside the Act for determining whether a tenant is liable to be evicted or not, and under what condi tions he can be evicted."
REASONING,"It clearly provides that a tenant is not liable to be evicted except on certain conditions, and one of the conditions laid down for the eviction of a month to month tenant is non payment of rent."
STATUTE,"Sub section (8) (b) of section 11 provides that the ""Controller shall, if he is satisfied that the claim of the landlord is bona fide, make an order directing the tenant to put the landlord in possession of the building"" and if he is not so satisfied he shall make an order rejecting the application."
STATUTE,Section 16 empowers the Controller to make enquiries and inspections and to summon and enforce the attendance of witnesses and compel the production of documents in the same manner as is provided in the Code of Civil Procedure.
STATUTE,"Section 18 pro vides that any person aggrieved by an order passed by the Controller may within 15 days of the receipt of such order by him, prefer an appeal to the Commissioner of the Divi sion, and it also prescribes the procedure for the hearing of the appeal."
STATUTE,"Sub section (3) 151 of this section states that ""the decision of the Commission er and subject only to such decision, an order of the Con troller shall be final, and shall not be liable to be ques tioned in any Court of law whether in a suit or other pro ceeding by way of appeal or revision."
REASONING,""" The Act thus sets up a complete machinery for the investigation of those matters upon which the jurisdiction of the Controller to order eviction of a tenant depends, and it expressly makes his order final and subject only to the decision of the Commis sioner."
REASONING,"The Act empowers the Controller alone to decide whether or not there is non payment of rent, and his deci sion on that question is essential before an order can be passed by him under section 11."
REASONING,Such being the provisions of the Act we have to see whether it is at all possible to question the decision of the Controller on a matter which the Act clearly empowers him to decide.
REASONING,"The law on this subject has been very lucidly stated by Lord Esher M.R. in The Queen vs Commissioners for Special Purposes of the Income Tax(1), in these words : ""When an inferior court or tribunal or body, which has to exercise the power of deciding facts, is first estab lished by Act of Parliament, the legislature has to consider what powers it will give that tribunal or body."
REASONING,"It may in effect say that, if a certain state of facts exists and is shown to such tribunal or body before it proceeds to do certain things, it shall have jurisdiction to do such things, but not otherwise."
REASONING,"There it is not for them conclu sively to decide whether that state of facts exists, and, if they exercise the jurisdiction without its existence, what they do may be questioned, and it will be held that they have acted without jurisdiction."
REASONING,But there is another state of things which may exist.
REASONING,"The legislature may intrust the tribunal or body with a jurisdiction, which includes the jurisdiction to determine whether the preliminary state of facts exists as well as the jurisdiction, on finding that it does exist, to proceed further or do (1) , at .319."
REASONING,"When the legislature are establishing such a tribunal or body with limited jurisdiction, they also have to consider, whatever jurisdiction they give them, whether there shall be any appeal from their decision, for otherwise there will be none."
REASONING,"In the second of the two cases I have mentioned it is an erroneous application of the formula to say that the tribunal cannot give themselves jurisdiction by wrongly deciding certain facts to exist, because the legis lature gave them jurisdiction to determine all the facts, including the existence of the preliminary facts on which the further exercise of their jurisdiction depends; and if they were given jurisdiction so to decide without any appeal being given, there is no appeal from such exercise of their jurisdiction."
REASONING,""" On the same lines are the following observations of Sir James Colville in The Colonial Bank of Australasia vs Wil lan(1), which is a case dealing with the principles on which a writ of certiorari may be issued : ""Accordingly, the authorities. establish that an adju dication by a Judge having jurisdiction over the subject matter is, if no defect appears on the face of it, to be taken as conclusive of the facts stated therein; and that the Court of Queen 's Bench will not on certiorari quash such an adjudication on the ground that any such fact, however essential, has been erroneously found."
REASONING,""" There can be no doubt that the present case falls within the second category mentioned by Lord Esher, because here the Act has entrusted the Controller with a jurisdiction, which includes the jurisdiction to determine whether there is non payment of rent or not, as well as the jurisdiction, on finding that there is nonpayment of rent, to order evic tion of a tenant."
REASONING,"Therefore, even if the Controller may be assumed to have wrongly decided the question of non payment of rent, which by no means is clear, his order cannot be questioned in a civil court."
RPC,"It seems to us that on this short ground this appeal must succeed, and we (1) , at p. 443."
RPC,"153 accordingly allow the appeal, set aside the judgment and decree of the High Court and restore the decree of the courts below."
RPC,The appellants will be entitled to costs throughout.
RPC,Appeal allowed.
NAME,"A.M. Mair & Co vs Gordhandass Sagarmull on 30 November, 1950"
CITATION,"Equivalent citations: 1951 AIR, 9 1950 SCR 792"
COUNSEL,"N.C. Chatterjee (B. Sen, with him), for the appellants."
COUNSEL,"A.N. Grover, for the respondents."
JUDGE,The judgment of Fazl Ali and Patanja li Sastri JJ. was delivered by FAZL ALI J.
FACTS,"On the 25th January, 1946, the appellants entered into a contract with the respondents for the sale of 5,000 mounds of jute, which was evidenced by a ""sold note"" (Exhibit A), which is in the form of a letter addressed to the respond ents, commencing with these words: ""We have this day sold by your order and for your account to the undersigned, etc."
FACTS,""" The word ""undersigned"" admittedly refers to the appellants, and, at the end of the contract, below their signature, the word ""brokers"" is written."
FACTS,"On the same day, a ""bought note"" (Exhibit B) was addressed by the appellants to the Bengal Jute Mill Company, with the following statement: ""We have this day bought by your order and."
FACTS,"for your account from the undersigned, 794 etc."
FACTS,""" In this note also, the word ""undersigned"" refers to the appellants and underneath their signature, the word ""brokers"" appears, as in the ""sold note"" There are various provisions in the sold note, relating to delivery of jute, non delivery of documents, nonacceptance of documents, claims, etc., but the most material provisions are to be found in paragraphs 10 and 11."
FACTS,"paragraph 10 provides that the sellers may in certain cases be granted an extension of time for delivering the jute for a period not exceeding thirty days from the due date free of all penalties, and if the contract is not implemented within the extended peri od, the buyers would be entitled to several options, one of them being to cancel the contract and charge the sellers the difference between the contract rate and the market rate on the day on which the option is declared."
FACTS,"In the same para graph, there is another provision to the following effect: ""Sellers shall notify Buyers that goods will or will not be shipped within such extended period referred to in (a) and in the case of sellers intimating that they will be unable to ship within the extended time Buyers shall exercise their option within 5 working days of receiving notice and notify Sellers."
FACTS,In the absence of any such notice from Sellers it shall be deemed that the goods have not been shipped and Buyers shall exercise their option within 5 working days after expiration of extended date and notify Sellers.
FACTS,""" The 11th paragraph provides among other things that ""all matters, questions, disputes, differences and/or claims arising out of and/or concerning and/or in connection and/or in consequence of or relating to this Contract whether or not obligations of either or both parties under this contract be subsisting at the time of such disputes and whether or not this contract has been terminated or purport ed to be terminated or completed shall be referred to the arbitration of the Bengal Chamber of Commerce under the rules of its Tribunal of Arbitration for the time being in force and according to such rules the arbitration shall be conducted."
FACTS,""" 795 It is common ground that the respondents delivered 2,256 maunds of jute under the contract, but the balance of 2,744 maunds could not be delivered within the stipulated period, and, by mutual agreement, time was extended up to the 30th June, 1946."
FACTS,"On the 2nd July, 1946, the respondents addressed a letter to the appellants stating that the balance of jute could not be despatched owing to lack of wagons, and ""exten sion"" was requested for a period of one month."
FACTS,"In reply to this letter, which was received by the appellants on or about the 3rd July, 1946, time was extended till the 31st July, 1946."
FACTS,"On the same day on which the reply was received by the respondents, i.e., on the 9th July, 1946, they ad dressed a letter to the appellants pointing out that the extension of time had not been intimated within the 5th working day as provided in the contract and therefore the contract was automatically cancelled."
FACTS,"After this letter, some further correspondence followed between the two par ties, and finally a bill of difference amounting to Rs. 4,116 was submitted by the appellants to the respondents, who, in their turn, denied their liability to pay the sum."
FACTS,The appellants thereupon claimed arbitration under clause 11 of the sold note and submitted the dispute between them and the respondents to the Bengal Chamber of Commerce.
FACTS,"On the 6th February, 1947, the Tribunal of Arbitration made an award to the effect that the due date of contract had been extended by mutual agreement up to the 31st July, 1946, and accordingly the respondents should pay to the appellants a sum of Rs. 4,116 together with interest at the rate of 4% per annum from the 10th August, 1946, until the date of the award."
FACTS,A sum of Rs. 210 was also held to be payable by the respondents on account of costs.
FACTS,"Nearly a year later, on the 19th February, 1949, a petition was presented by the re spondents under the Indian , to the High Court at Calcutta, in its ordinary original civil jurisdiction, praying inter alia that the award may be adjudged to be without jurisdiction and void and not binding on the respondents, and that it may be set aside."
FACTS,"The main point raised by the 796 respondents in the petition was that it was not open to the appellants to invoke the arbitration clause, as the Bengal Jute Mill Company and not the appellants were the real party to the contract and the appellants had acted as mere bro kers."
FACTS,"The appellants asserted in reply that the allegation made by the respondents in regard to there being no privity between them and the appellants was wrong, and in paragraph 16 of their affidavit they stated as follows : ""With regard to paragraph 7 of the petition I crave reference to the said contract for its true construction and effect."
REASONING,I say as I have already stated that according to the custom or usage or practice of the trade the respondent is entitled to charge brokerage and also to enforce the terms of the said contract.
REASONING,""" The case was heard by Sinha J., who dismissed the peti tion on the ground that the contract was directly between the respondents and the appellants."
REASONING,The learned Judge also observed that if the right of the appellants to enforce the contract depended upon the existence of custom it would have been necessary to take evidence and the arbitrators would have had jurisdiction to decide the question of the exist ence of custom.
REASONING,"The respondents being dissatisfied with the judgment of Sinha J., preferred an appeal, which was heard and disposed of by a Division Bench of the High Court consisting of the learned Chief Justice and Chakravarthi J."
REASONING,"The learned Judges held that having regard to the fact that the appellants ' own contention was that they had entered into the contract as brokers and were entitled to enforce its terms by reason of the usage or custom of the trade, it was not open to Sinha J. to treat them as principals, and the award was liable to be set aside on the ground that the arbitration tribunal had no jurisdiction to make an award at the instance of a per son who was not a principal party to the contract."
REASONING,"The appellants thereafter having obtained a certificate from the High Court under section 109 (c) of the Code of Civil Proce dure, preferred this appeal."
REASONING,797 It seems to us that this appeal can be disposed of on a short ground.
REASONING,"We have carefully read the affidavit filed on behalf of the appellants in the trial court, and we are unable to hold that their case was that they were not par ties to the contract or that they had asked the court to proceed on the sole ground that they were entitled to en force the contract by virtue of the custom or usage of the trade."
REASONING,"In our opinion, the position which was taken up by them may be summed up as follows : (1) They did not accept the allegations made by the respond ents that they were not parties to any arbitration agreement with the respondents."
REASONING,(2) They asked the Court to construe the contract and its effect and asserted that they were entitled to enforce it.
REASONING,(3) They also stated that they were entitled to enforce the contract according to the custom or usage of the trade.
REASONING,The principal dispute raised in this case was whether the extension of time for delivery was granted within the time limited in the contract.
REASONING,That dispute is certainly covered by the arbitration clause.
REASONING,The further dispute that the brokers (appellants) were not parties to the contract in their own right as principals but entered into the contract only on behalf of the Bengal Jute Mill Company does not appear to have been raised until the matter went to the arbitrators.
REASONING,"Assuming that at that stage it was open to the respondents to raise such an objection, after the other dispute which clearly fell within the arbitration clause was referred to the arbitrators, this further dispute is also one which turns upon the true interpretation of the con tract, so that the respondents must have recourse to the contract to establish their claim that the appellants were not bound as principals while the latter say that they were: If that is the position, such a dispute, the determination of which turns on the true construction of the contract, would also seem to be a dispute, under or arising out of or concerning the contract."
REASONING,"In a 798 passage quoted in Heyman vs Darwins Ltd.(1), Lord Dunedin propounds the test thus: "" If a party has to have recourse to the contract, that dispute is a dispute under the con tract ""."
REASONING,"Here, the respondents must have recourse to the contract to establish their case and therefore it is a dispute falling within the arbitration clause."
REASONING,The error into which the learned Judges of the appellate Bench of the High Court appear to have fallen was their regarding the dispute raised by the respondent in respect of the position of the appellants under the contract as having the same consequence as a dispute as to the contract ever having been entered into.
REASONING,"If, therefore, we come to the conclusion that both the disputes raised by the respondents fail within the scope of the arbitration clause, then there is an end of the matter, for the arbitrators would have jurisdiction to adjudicate on the disputes, and we are not concerned with any error of law or fact committed by them or any omission on their part to consider any of the matters."
REASONING,"In this view, it would not be for us to determine the true construction of the contract and find out whether the respondents ' contention is correct or not."
REASONING,"Once the dispute is found to be within the scope of the arbitration clause, it is no part of the province of the court to enter into the merits of the dispute."
RPC,"In the result, we allow this appeal, set aside the judgment of the appellate Bench of the High Court and re store the order of Sinha J."
RPC,The appellants will be entitled to their costs throughout.
RPC,MAHAJAN J. I agree with my brother Fazl Ali that this appeal be allowed with costs.
RPC,Appeal allowed.
NAME,"THE STATE OF The Punjab and Jajjit SINGHv.The State of the pun on 23 February, 1951"
CITATION,"Equivalent citations: 1952 AIR 350, 1952 SCR 756"
COUNSEL,"B.K. Khanna, Advocate General of the Punjab, for the respondent in both the petitions."
COUNSEL,"M.C. Setalvad, Attorney General for India, for the Union of India (Intervener in Petition No. 149)."
JUDGE,The Judgment of the Court was delivered by CHANDRASEKHARA AIYAR J.
FACTS,"The earlier of the two petitions has been filed by one Ujagar Singh, under article 32 of the Constitution of India, for a writ of habeas corpus and for an order of release from detention."
FACTS,The latter petition is a similar one by one Jagiit Singh.
FACTS,"In both the petitions, the respondent is the State of Punjab."
FACTS,The orders of deten tion were made under the preventive Detention Act IV of 1950.
FACTS,"The petitions are not connected with each other, except that they raise the same grounds."
FACTS,"In petition No. 149 of 1950, Ujagar Singh was originally arrested and detained under the East punjab Public Safety Act on 29th September, 1948.He was released on 28th March, 1949, but on the same date, there was an internment order against him."
FACTS,"On 29th September, 1949, he was rearrested."
FACTS,"On 2nd March, 1950, an order of detention under the , was served on him, and on 3rd April, 1950, he was served with the grounds of detention dated 11th March, 1950."
FACTS,"Both in September, 1949, and in March, 1950, the ground alleged was ' 'You tried to create public disor der amongst tenants in Una Tehsil by circulating and dis tributing objectionable literature issued by underground communists."
FACTS,""" Additional grounds were furnished in July 1950."
FACTS,"In petition No. 167 of 1950, Jagjit Singh was arrested on 24th July, 1948."
FACTS,"under the provisions of the 759 Punjab Safety Act, 1947."
FACTS,"After the East Punjab Public Safety Act, 1949, came into force, a fresh detention order dated 14th May, 1949, was served on him and he continued to be kept in jail."
FACTS,"Grounds of detention were given to him on 7th September, 1949."
FACTS,"A fresh order of detention under the Pre ventive Detention Act (IV of 1950) dated 2nd March, 1950, was served on 7th March, 1950."
FACTS,"Grounds of detention dated 11th March, 1950, were served on him on 3rd April, 1950."
FACTS,"Both in September 1949 and April 1950, the same ground was given, i.e., ""In pursuance of the policy of the Communist Party, you were engaged in preparing the masses for violent revolutionary campaign and attended secret party meetings to give effect to this programme."
FACTS,""" Additional or supplementary grounds were served on 5th August, 1950."
FACTS,"Several contentions were advanced on behalf of the petitioners challenging the legality of their detention and urging that as the detention was unlawful and the petition ers ' fundamental right of personal liberty had been in fringed, they should be set at liberty."
FACTS,"The points taken on their behalf can be briefly summarised as follows_ As the ground of detention now mentioned was the same as the ground specified in 1948 or 1949, i.e., months earlier under the Provincial Acts, the order of detention was made mechanical ly and was really mala fide in the sense that there is nothing to show that were was any fresh satisfaction on the part of the detaining authority that detention was necessary in the interests of public order."
FACTS,"Secondly, the grounds were not given ""as soon as may be"", which is required under section 7 of the Act; and as an unusually long period of time elapsed between the order of detention and the giving of the grounds, the detention must be held to be unlawful after the lapse of a reasonable time."
FACTS,"Thirdly, the grounds given originally were so vague that they could not be said to be grounds at all such as would enable the detenu to make any representation against the order."
FACTS,"Fourthly, supplemen tary grounds could not be furnished and should not be taken into account in considering whether the 760 original order was lawful, or whether the detention became unlawful after a particular period of time."
