label,sentence
RLC,"The High Court delivered its judgment on the 8th May, 1947, allowing the appeal of the State Government."
RLC,"Shortly stated, the conclusion arrived at by the High Court was that Ratan Singh had as much right to the possession of the field as Bhagwati Kuer, that both parties were trying to take exclusive possession of the field, that both parties were prepared for all contingencies to vindicate and enforce their rights, and hence the question of possession was wholly immaterial and no right of private defence could be successfully pleaded by the appellants."
NAME,"P.D. Shamdasani vs Central Bank Of India Ltd on 21 December, 1951"
CITATION,"Equivalent citations: 1952 AIR 59, 1952 SCR 391"
COUNSEL,The petitioner in person.
COUNSEL,"C.K. Daphtary, Solicitor General of India, (J. B. Dadachanji, with him) for the respondent."
JUDGE,The Judgment of the Court was delivered by PATANJALI SASTRI.C.J.
NAME,"Chintaman Rao vs THE STATE OF MADHYA PRADESHRAM KRISHNAV.THE STATE OF MADHYA on 8 November, 1950"
CITATION,"Equivalent citations: 1951 AIR 118, 1950 SCR 759"
COUNSEL,"G.N. Joshi, for the petitioners."
COUNSEL,"S.M. Sikri, for the respondent."
JUDGE,The judgment 0 the Court was delivered by MAHAJAN J.
STATUTE,"Sections 3 and 4 of the Act are in these terms; "" 3."
STATUTE,The Deputy Commissioner may by notification fix a period to be an agricultural season with respect to such villages as may be specified therein.
STATUTE,"(1) The Deputy Commissioner may, by general order which shall extend to such villages as he may specify, prohibit the manufacture of bidis during the agricultural season."
STATUTE,"(2) No person residing in a village specified in such order shall during the agricultural season engage himself in the manufacture of bidis, and no manufacturer shall during the said season employ any person for the manufacture of bidis."
STATUTE,"Article 19 (1) (g) runs as follows : ""All citizens shall have the right to practise any profession, or to carry on any occupation, trade or busi ness."
STATUTE,""" 762 The article guarantees freedom of occupation and busi ness."
STATUTE,"The freedom guaranteed herein is, however, subject to the limitations imposed by clause (6) of article 19."
STATUTE,"That clause is in these terms : ""Nothing in sub clause (g) of the said clause shall affect the operation of any existing law in so far as it imposes, or prevent the State from making any law imposing, in the interests of the general public, reasonable restric tions on the exercise of the right conferred by the said sub clause, and, in particular, nothing in the said sub clause shall affect the operation of any existing law in so far as it prescribes or empowers any authority to prescribe, or prevent the State from making any law prescribing or empowering any authority to prescribe, the professional or technical qualifications necessary for practising any pro fession or carrying on any occupation, trade or business."
STATUTE,""" The point for consideration in these applications is whether the Central Provinces and Berar Act LXIV of 1948 comes within the ambit of this saving clause or is in excess of its provisions."
ARG,The learned counsel for the petitioners contends that the impugned Act does not impose reasonable restrictions on the exercise of the fundamental right in the interests of the general public but totally negatives it.
STATUTE,"In the preamble to the Act, it is stated that it has been enacted to provide measures for the supply of adequate labour for agricultural purposes in bidi manufacturing areas."
STATUTE,Sections 3 and 4 cited above empower the Deputy Commissioner to prohibit the manufacture of bidis during the agricultural season.
STATUTE,"The contravention of any of these provisions is made punishable by section 7 of the Act, the penalty being imprisonment for a term which may extend to six months or with fine or with both."
NAME,"N.P. Ponnuswami vs Returning Officer, ... on 21 January, 1952"
CITATION,"Equivalent citations: 1952 AIR 64, 1952 SCR 218"
COUNSEL,"N. Rajagopal Iyengar, for the appellant."
COUNSEL,"R. Ganapathi Iyer, for the 1st respondent."
COUNSEL,"M.C. Setalvad, Attorney General for India (G. N. Joshi, with him) for the Union of India."
COUNSEL,"K.A. Chitale, Advocate General of Madhya Bharat (G. N. Joshi, with him) for the State of Madhya Bharat."
JUDGE,Fazl Ali J. delivered Judgment as follows.
JUDGE,"Patanjali Sastri C.J., Mahajan, Mukherjea, Das and Chandrasekhara Aiyar JJ."
ARG,""" The appellant 's case is that questioning something which has happened before a candidate is declared elected is not the same thing as questioning an election, and the arguments advanced on his behalf in support of this construction were these: (1) That the word ""election"" as used in article 329 (b) means what it normally and etymologically means, namely, the result of polling or the final selection of a candidate; (2) That the fact that an election petition can be filed only after polling is over or after a candidate is declared elected, and what is normally called in question by such petition is the final result, bears out the conten tion that the word ""election ""can have no other meaning in article (b) than the result of polling or the final selec tion of a candidate; 226 (3) That the words ""arising out of or in connection with"" which are used in article 324 (1) and the words ""with respect to all matters relating to, or in connection with"" which are used in articles 327 and s28, show that the fram ers of the Constitution knew that it was necessary to use different language when referring respectively to matters which happen prior to and after the result of polling, and if they had intended to include the rejection of a nomina tion paper within the ambit of the prohibition contained in article S29 (b) they would have used similar language in that article and (4) That the action of the Returning Officer in reject ing a nomination paper can be questioned before the High Court under article 226 of the Constitution for the follow ing reason: Scrutiny of nomination papers and their rejec tion are provided for in section 36 of the Representation of the People Act, 1951."
ARG,"Parliament has made this provision in exercise of the powers conferred on it by article 327 of the Constitution which is ""subject to the provisions of the Constitution""."
ARG,"Therefore, the action of the Returning Offi cer is subject to the extraordinary jurisdiction of the High Court under article 226."
ARG,"These arguments appear at first sight to be quite im pressive, but in my opinion there are weightier and basical ly more important arguments in support of the view taken by the High Court."
ARG,"It was argued that since the Representation of the People Act was enacted subject to the provisions of the Constitution, it cannot bar the jurisdiction of the High Court to issue writs under article 226 of the Constitution."
ARG,This argument however is completely shut out by reading the Act along with article 329 (b).
NAME,"Bijjoy Chand Potra vs The State on 14 December, 1951"
CITATION,"Equivalent citations: 1952 AIR 105, 1952 SCR 202"
COUNSEL,"S.N. Mukherjee, for the appellant."
COUNSEL,"B. Sen, for the respondent."
JUDGE,The Judgment of the Court was deliv ered by FAZL ALI J.
NAME,"Hanumant vs The State Of Madhya ... on 23 January, 1952"
CITATION,Equivalent citations: 1975 AIR 1083
COUNSEL,"Bakshi Tek Chand(K. V. Tarnbay, with him) for the appel lant in Criminal Appeal No. 57 of 1951."
COUNSEL,"T.L. Shivde, Advocate General of Madhya Pradesh (T. P. Naik, with him) for the respondent."
JUDGE,The Judgment of the Court was delivered by MAHAJAN J.
RLC,The learned Special Magistrate convicted both the appellants on all the three charges.
RLC,"He sentenced R.S. Patel to rigorous imprisonment for one year under each charge and to pay fines of Rs. 2,000, Rs. 2,000, and Rs. 1,000, under the first, second and third charges respectively."
RLC,"The appellant Nargundkar was sentenced to rigorous imprisonment for six months under each charge and to pay fines of Rs. 2,000, Rs. 2,000 and Rs. 1.,000, under the first, second and third charges respectively."
RLC,"The learned Sessions Judge quashed the conviction of both the appellants under the first charge of criminal conspiracy under section 120 B, I.P.C., but maintained the 1093 convictions and sentences under section 465, I.P.C. or the charges of forging Exhibits P 3 (A) and P 24."
RLC,The learned Sessions Judge disagreed with this finding and the High Court agreed with the Sessions Judge on this point.
ARG,"Learned Advocate General contended that it was impossible for Patel unless he had seen Exhibit P 6, to quote rates of a large number of items numbering about 197, in every case lower than the rates given in Exhibit P 6 and the circumstance that in not a single case he has quoted a higher rate than Exhibit P 6 is conclusive of the fact that he had done so after he had seen Exhibit P 6."
ARG,It was also said that there is no satisfactory explana tion why Patel abandoned the scheme adopted by him in 1102 drawing up Exhibits P 4 and P 5 and his original tender.
ARG,"It was contended by the learned Advocate General, and this is the finding of the courts below, that this letter was written some time during the investigation of the case in July or August 1947, and was antedated in order to implicate Amarnath and to use it as evidence in defence."
ARG,It was contended by the learned Advocate General that his statement was inconsistent with the recitals contained in Exhibit P 24.
NAME,"Kumar Pashupatinath Malia & ... vs Deba Prosanna Mukherjee on 4 May, 1951"
CITATION,"Equivalent citations: 1951 AIR 447, 1951 SCR 572"
COUNSEL,"Purusottam Chatterji (section N. Mukherjee, with him) for the appellants."
COUNSEL,"Panchanan Ghose, (P. C. Chatterjee, with him) for the respondent."
JUDGE,May 4. 'the following judgments were delivered : DAS J.
RLC,"On May 8, 1941, the Subordinate Judge settled the issues and fixed June 9, 1941, ""for a preliminary hear ing of the suit and particularly of such of the issues as have been based on the pleas in bar."" Eventually, the case was taken up for preliminary hearing on September 4, 1941, and by his judgment delivered on September 8, 1941, the learned Subordinate Judge dismissed the suit on issue No. 2 which was as follows: ""Does the plaint disclose a valid cause of action for the suit ?"" The appellants preferred an appeal to the High Court at Calcutta."
RLC,"Although the High Court (R.C. Mitter and K.C. Chunder JJ.) did not accept all the reasonings on which the learned Subordinate Judge had based his decision, they, however, agreed that the appellants could get no relief as the decrees in suit No. 78 of 1922 could not be reopened, as they were not passed in 579 ""a suit to which this Act applies"" and consequently dis missed the appeal."
ARG,The appellants have now come up on appeal before us after having obtained a certificate from the High Court under section 110 of the Code of Civil Procedure.
ARG,Learned Advocate appearing in support of this appeal before us has contended that the High Court was in error in holding that the decrees in Suit No. 78 of 1922 were not liable to be reopened under the second proviso to section 36 (1).
ARG,"Learned advocate for the respondent while joining issue on this point also raised a point which, however, did not find favour with the High Court, namely, that the respondent as a bona fide assignee for value of the mortgage debt was protected by sub section (5) of section 36."
NAME,"Anderson Wright Ltd vs Moran And Company on 1 November, 1951"
CITATION,"Equivalent citations: 1955 AIR 53, 1955 SCR (1) 862"
COUNSEL,"K. P. Khaitan, (section N. Mukherjea and Rajinder Narain, with him) for the appellant."
COUNSEL,"M. C. Setalvad, Attorney General for India, (A. N. Sen, V. section Sawhney and section P. Varma, with him) for the respondents."
JUDGE,The Judgment of the Court was delivered by MUKHERJEA J.
NAME,"Kidar Lall Seal And Another vs Hari Lall Seal on 18 December, 1951"
CITATION,"Equivalent citations: 1952 AIR 47, 1952 SCR 179"
COUNSEL,"M.C. Setalvad, Attorney General for India (B. Sen,with him) for the appellant."
COUNSEL,"S.C. Isaac (B. Barterice, with him) for the respond ent. 1951."
JUDGE,"The leading judgment was delivered by Bose J. Fazl Ali J. agreed, 180 Bose J."
RLC,On appeal the learned Chief Justice of the High Court and Chatterjee J. disagreed and held that it was not.
ARG,The learned counsel for the plaintiff respondent con tended that section 43 of the Contract Act applied.
ARG,"He relied on the following provision : ""Each of two or more joint promisors may compel every other joint promisor to contribute equally with himself to the performance of the promise, unless a contrary intention appears from the contract."
ARG,"If any one of two or more joint promisors makes default in such contribution, the remaining joint promisors must bear the loss arising from such default in equal shares."
ARG,""" The argument is that unless a contrary intention appears from ""the contract"" the."
ARG,loss must be borne equally.
ARG,"It was contended, and with that I agree, that the words ""the con tract"" can only refer to the main contract between the promisors on the one side and the promisee on the other."
ARG,That contract in this case is the suit mortgage.
ARG,The learned counsel for the plaintiff respondent urged that the defendants are shut out from relying on section 82 because that was not their case and the question was never raised by them in the High Court.
NAME,"Naranjan Sigh Nathawan vs The State Of Punjab(And 13 Other ... on 25 January, 1952"
CITATION,"Equivalent citations: 1952 AIR 106, 1952 SCR 395"
COUNSEL,Raghbir Singh (amicus curiae) for the petitioners in Petitions Nos.
COUNSEL,"section M Sikri, Advocate General of the Punjab (Jindra Lal, with him) for the State of the Punjab."
JUDGE,The Judgment of the Court was deliv ered by PATANJALI SASTRI C.J.
NAME,"Kashinath Bhaskar Datar vs Bhaskar Vishweshwar Karve on 22 February, 1952"
CITATION,"Equivalent citations: 1952 AIR 153, 1952 SCR 491"
COUNSEL,Roshan Lal and B.S. Shastri for the appellant.
COUNSEL,Hardyal Hardy for the respondent.
JUDGE,The Judgment of the Court was deliv ered by BOSE J.
NAME,"Shrimant Sardar ... vs Shrimant Malojirao ... on 30 January, 1952"
CITATION,"Equivalent citations: 1952 AIR 138, 1952 SCR 402"
COUNSEL,"B. Somayya and Sanjiva Rao Naidu (N. C. Shaw, with them) for the appellant."
COUNSEL,"M.C. Setalvad, Attorney General for India, (V. N. Lokur, with him) for the respondents Nos. 1 and 2."
COUNSEL,"M.C. Setalvad, Attorney General for India, (G. N. Joshi, with him) for respondent No. 3 (the State of Bombay.) 1952."
COUNSEL,January 30.
JUDGE,Judgment was delivered by BOSE J. PATANJALI SASTRI C.J. and DAS J. agreed with Bose J. Bose J.
NAME,"Mohinder Singh vs The State on 17 October, 1950"
CITATION,"Equivalent citations: 1953 AIR 415, 1950 SCR 821"
COUNSEL,"Jai Gopal Sethi (R. L. Kohli, with him) for the appel lant."
COUNSEL,"B.K. Khanna, Advocate."
JUDGE,The judgment of the court was deliv ered by FAZL ALI J.
STATUTE,"Mohinder Singh, under sections 302 and 307 read with section 34 of the Indian Penal Code, and rw"
STATUTE,Thereafter they were tried by the Sessions Judge of Ferozepore under sections 302 and 307 read with section 34 of the Indian Penal Code.
RLC,The appellant was sentenced to death under section 302 and Gurnam Singh was sentenced to transportation for life under that section in view of his youth.
RLC,They were also sentenced to 3 years ' rigorous imprisonment each under section 307 read with section 34 of the Indian Penal Code.
RLC,Both the courts below have held that the alibi has not been proved by satisfactory evidence and that the charges against the appellant have been made 'out.
NAME,"Mohammad Yasin vs The Town Area ... on 27 February, 1952"
CITATION,"Equivalent citations: 1952 AIR 115, 1952 SCR 572"
COUNSEL,Nuruddin Abroad for the petitioner.
COUNSEL,K.N. Aggarwal for the respondents.
JUDGE,The Judgment of the Court was delivered by DAs J.
NAME,"Veerappa Pillai vs Raman & Raman Ltd. And Others on 17 March, 1952"
CITATION,"Equivalent citations: 1952 AIR 192, 1952 SCR 583"
COUNSEL,"M.C. Setalvad (C. R. Pattabhi Raman, with him) for the appellant."
COUNSEL,"C.K. Daphtary (M. Natesan, with him) for the respondent No.1 V.K.T. Chari, Advocate General of Madras (R. Ganapathi lyer, with him) for respondent No. 4. 1952."
JUDGE,The Judgment of the Court was delivered by CHANDRASEKHARA AIYAR J.
RLC,"The High Court took the view that throughout all the stages prior to the High Court 's decree, the parties, the transport authorities vested with the power to issue per mits, and the Government also proceeded upon the footing that the transfer of the permits was dependent on the title to the buses and that Veerappa Pillai obtained the temporary and permanent permits only in his capacity as transferee and not in his individual right."
RLC,"To quote the learned Chief Justice:""the conduct of the parties, the attitude of the transport authorities including the Government are all explicable only on the assumption that the rights of parties were consequent on the ownership of the five vehicles in question."
ARG,Mr. Setalvad appearing for the appellant urged two narrower grounds as sufficient for his purposes.
ARG,"Firstly, he urged that however wide the jurisdiction of the High Court might be under Article 226, it could never exer cise its powers under the article in such a manner as to convert itself into a court of appeal sitting in judgment over every tribunal or authority in the State discharging administrative or quasi judicial functions."
ARG,"Secondly, he maintained that the Motor Vehicles Act with the rules framed thereunder dealing with the grant of permits is a self contained code and that in respect of the rights and liabil ities created by such a statute the manner of enforcement must be sought within the statute itself."
ARG,"It was further urged by him that in any event, the High Court could not substitute its own view or discretion for the view taken or discretion exercised by the specified authorities, even if it was erroneous or unsound."
NAME,"Bathina Ramakrishna Reddy vs The State Of Madras on 14 February, 1952"
CITATION,"Equivalent citations: 1952 AIR 149, 1952 SCR 425"
COUNSEL,"426 S.P. Sinha (S.S. Prakasam, with him), for the appellant."
COUNSEL,"R. Ganapathy Iyer, for the respondent."
JUDGE,The Judgment of the Court was delivered by MUKHERJEA J.
RLC,"The High Court after hearing the parties came to the conclusion that the publication in question did amount to contempt of court, as it was calculated to lower the pres tige and dignity of courts and bring into disrepute the administration of justice."
RLC,"428 The propriety of the decision of the High Court so far as it relates to the appellant has been challenged before us in this appeal and Mr. Sinha, who appeared in support of the same, raised before us a two fold contention; his first and main contention is that as the contempt in this case was said to have been committed in respect of a court subordi nate to the High Court and the allegations made in the article in question constitute an offence under section 499 of the Indian Penal Code, the jurisdiction of the High Court to take cognizance of such a case is expressly barred under section 2 (3) of the Contempt of Courts Act."
NAME,"Mahant Pragdasji Guru ... vs Patel Ishwarlalbhai Narsibhai ... on 7 March, 1952"
CITATION,"Equivalent citations: 1952 AIR 143, 1952 SCR 513"
COUNSEL,"514 C.K. Daphtary (N. C. Shah, with him) for the appellant."
COUNSEL,Rajani Patel for the respondent.
JUDGE,The judgment of the Court was delivered by MUKHERJEA J.
ARG,On these allegations the plaintiffs prayed that: (1) the properties described in the schedule to the plaint as well as other properties under the management of the defendant be declared to be religious and charitable trust properties of the Kaivalya or Karuna sagar Panth; 515 (2) the defendant be removed from the Gadi and posses sion of the properties and a suitable successor appointed in his place; (3) the defendant be called upon to render accounts for the period of his management; and (4) a scheme might be framed for proper management of the institution.
ARG,The defendant in his written statement traversed all the material allegations in the plaint and contended infer alia that the suit was not maintainable inasmuch as no public trust of a religious and charitable character existed in respect to the suit properties which were the private properties of the defendant himself.
NAME,"Amjad Khan vs The State on 20 March, 1952"
CITATION,"Equivalent citations: 1952 AIR 165, 1952 SCR 567"
COUNSEL,"568 S.P. Sinha and M.Y. Sharif, Nuruddin Ahmad and (Shaukat Hussain, with them) for the appellant."
COUNSEL,Gopal Singh for the respondent.
JUDGE,The Judgment of the court was delivered by BOSE J.
RLC,The High Court holds that this is proved and holds further that this preceded the firing by the appellant.
RLC,There is a hole in the wall between the two portions of the building in which these two shops are situate and the High Court holds that Zahid 's family got into the appel lant 's portion of the building through this hole and took refuge there.
RLC,The High Court also holds that the appel lant 's mother then told the appellant that the crowd had burst into his (appellant 's) shop and was looting it.
RLC,The learned Judges state that what he said was not quite true because all that the crowd did was to beat the door of the appellant 's shop with lathis as they were passing but had not broken into the shop.
RLC,But they accept the fact that the crowd was beating the doors of the appellant 's shop with their lathis.
NAME,"Raja Bhupendra Narain Singha ... vs Maharaj Bahadur Singh And ... on 2 April, 1952"
CITATION,"Equivalent citations: 1952 AIR 201, 1952 SCR 782"
COUNSEL,"Sitaram Bannerjee (Arun Kumar Dutta and Amiya Kurnar Mukherjea, with him) for the appellant in Civil Appeals Nos."
COUNSEL,"Panchanan Ghose (Chadra Nath Mukherji, with him) for the respondents Nos. 1 to 3 in Civil Appeals No. 75 to 92 of 1951."
JUDGE,The Judgment of the Court was delivered by MAHAJAN J.
RLC,"The learned District Judge on appeal reversed this decision and allowed the defendant the amount claimed by him by way of equitable set off, subject, however, to the condition that the dues of the defendant should be deducted from the dues of the plaintiff till the defendant 's dues were wiped off."
RLC,"The relevant part of his judgment runs thus : ""The broad fact is that they (plaintiffs) have been in possession of the lands since 1910 and have been in enjoy ment of rent from the tenants from that date and according to law they are not entitled to possess the land uncondi tionally."
RLC,Now that all the facts are before the court and the time has come for final adjustment of accounts between the parties the court should try to do substantial justice between the parties.
RLC,It is not sufficient answer to say that the plea of equitable set off was not raised in the beginning.
NAME,"Gnanambal Ammal vs T. Raju Ayyar And Others on 21 October, 1950"
CITATION,"Equivalent citations: 1951 AIR 103, 1950 SCR 949"
RLC,"Appeal from a judgment and decree of a Division Bench of the Madras High Court (Wadsworth and Rajamannar JJ.) dated 27th November, 1945, in Appeal No. 518 of 1941, reversing the judgment of the Subordinate Judge of Mayuram dated 10th July, 1944, in Original Suit No. 34 of 1943."
COUNSEL,"B. Somayya (R. Ramamurti, with him) for the appel lant."
COUNSEL,"951 K.S. Krishnaswami Aiyangar (K. Narasimha Aiyangar, with him) for respondent No. 1. 1950."
JUDGE,The Judgment of the Court was delivered by MUKHERJEA J.
RLC,"This appeal is directed against an appellate judgment of a Division Bench of the Madras High Court dated November 27, 1945, reversing the decision of the Subordinate Judge of ' Mayuram made in Original Suit No. 34 of 1943."
RLC,The first court accepted the contention of the defendant No. 1 and dismissed the plaintiff 's suit.
RLC,"On appeal to the High Court, the judgment was reversed and the plaintiff 's claim was allowed."
RLC,"The High Court on a construction of the will has found in favour of the plaintiff primarily on the ground that in the contingency which happened in the present case, viz., that the widow took in adoption a nephew 's son of the testa tor, paragraph 5 of the will did not come into operation at all."
RLC,"An Obvious difficulty, according to the learned Judges, in accepting the construction sought to be put upon the will by defendant No. 1 is that paragraph 5 speaks both of Kothan gudi and Injigudi properties, whereas paragraph 13 does not mention the Injigudi house at all, nor does it purport to give a life interest in the same to Nagammal."
RLC,The result was that the plaintiff 's claim was allowed.
ARG,"In course of the arguments, we have been referred by the learned Counsel on both sides to quite a large 955 number of decided authorities, both English and Indian, in support of their respective contentions."
NAME,"Yeswant Deorao Deshmukh vs Walchand Ramchand Kothari on 1 December, 1950"
CITATION,"Equivalent citations: 1951 AIR 16, 1950 SCR 852"
COUNSEL,"K. section Krishnaswami Aiyangar (K. Narasimha Aiyangar, with him) for the appellant."
COUNSEL,"M.C. Setalvad, Attorney General for India, (B. Sen, with him) for the respondent."
JUDGE,The Judgment of the court was deliv ered by CHANDRASEKHARA AIYAR J.
RLC,"On appeal to the High Court Chagla C.J. and Dixit J. reversed this decision, holding that it was not a condi tional decree, that the steps taken by Tendulkar to execute this decree were of no avail, and that the insolvency pro ceedings were for a 855 different relief altogether, so that section 14 (2) of the Limitation Act could not be invoked."
RLC,"They concurred with the finding of the Subordinate Judge that the judgment debtor prevented the execution of the decree within 12 years by fraudulent concealment of his ownership of the 'Prabhat ' newspaper and that the twelve years ' bar of limi tation did not apply; but they held that the application was barred under article 182 of the Limitation Act, as more than three years had run from 9th September, 1940, the date of the dismissal of the previous execution application, before the present application was filed on 4th October, 1946."
ARG,The learned Advocate for the appellant therefore devot ed most of his argument to the fourth contention set forth above.
RLC,"After referring to the stratagem adopted by the judgment debtor in Bhagu Jetha vs Malick Bawasaheb(1), the learned Judges observed: ""In this case, in our opinion, the stratagem is much more dishonest."
RLC,"The attempt on the part of the judgment debtor was to conceal his property, to deny its ownership and to put forward a mere benamidar as the real owner of that property."
RLC,"In our opinion, therefore, the execution of the decree is not barred under section 48."
ARG,""" On the strength of this concurrent finding, Mr. Krish naswami Iyengar for the appellant argued that the fraud fell within the scope of section 18 of the Limitation Act and that if it were so, he was out of the woods, inasmuch as the proper article to apply would be article 181 of the/imita tion Act."
ARG,"The right to apply accrued to him when the fraud became known to him in or about June, 1946. 'Till then he was kept by the fraud from the knowledge of his right to make an application against the property."
STATUTE,There can be no question that the conduct of the re spondent was fraudulent within the meaning of section 48 (2) of the Civil Procedure Code.
ARG,"Mr. Setalvad, the learned Attorney General, who appeared for the respondent, pointed out that there 859 was no benami purchase and that the holding out of Abhyankar as the proprietor of the ' Prabhat ' did not amount to any false representation or misrepresentation to the judgment creditor, as the accounts on which reliance was placed were accounts opened in the banks and were not ordinarily avail able for inspection by third parties."
STATUTE,"Section 48, Civil Procedure Code (which corresponds to section 230 of the Code of 1882), is in these terms: "" 48."
STATUTE,"(1) Where an application to execute a decree not being a decree granting an injunction has been made, no order for the execution of the same decree shall be made upon any fresh application presented after the expiration of 12 years from (a) the date of the decree sought to be executed, or (b) where the decree or any subsequent order directs, any payment of money or the delivery of any property to be made at a certain date or at recurring periods the date of the default in making the payment of delivery in respect of which the applicant seeks to execute the decree."
STATUTE,"(2) Nothing in this section shall be deemed (a) to preclude the Court from ordering the executior of a decree upon an application presented after the expiration of the said term of twelve years, where the 860 judgment debtor has by fraud or force prevented the execu tion of the decree at some time within twelve years immedi ately before the date of the application; or (b) to limit or otherwise affect the operation of arti cle 183 of the first Schedule to the Indian Limitation Act, 1908."
STATUTE,""" Section 18 of the Limitation Act, 1908, runs thus: "" 18."
STATUTE,"Where any person having a right to institute a suit or make an application has, by means of fraud, been kept from the knowledge of such right or of the title on which it is founded, or where any document necessary to establish such right has been fraudulently concealed from him, the time limited for instituting a suit or making an application (a) against the person guilty of the fraud or accessory thereto, or (b) against any person claiming through him other wise than in good faith and for a valuable consideration, shall be computed from the time when the fraud first became known to the person injuriously affected thereby, or, in the case of the concealed document, when he first had the means of producing it or compelling its production."" Whether the fraud of the judgment debtor should actually prevent the execution of the decree or whether it is enough if the fraud has been committed without esulting in actual prevention is a question on which there has been some diver gence of opinion in the decided cases."
STATUTE,Section 18 of the Limitation Act postulates the former alternative.
STATUTE,"It is true that articles 181 and 182 of the Limitation Act and section 48, 864 Civil Procedure Code, should be read together."
ARG,"The learned Advocate of the appellant asked how it could be possible for him to apply in execution when there was the fraud and whether the law contemplated that, even though the fraud prevented execution of the decree, he was to go on filing useless or futile applications every three years merely for keeping the decree alive."
STATUTE,The third column in article 182 prescribes the starting point of limitation under different specified circumstances.
STATUTE,"It does not, and indeed need not, mention the ground of fraud because if fraud of the kind against which the Limitation Act contem plates relief, as prescribed in section 18 of the Limitation Act, is established, the time is automatically altered by operation of that section."
STATUTE,"In our opinion, therefore, the conten tion that because of the fraud established in the present case under section 48(2) of the Civil Procedure Code, the appellant gets a fresh starting point of limitation under article 182 of the Limitation Act is unacceptable."
FACTS,"For the assessment year 1940 41 the net income of the assessee under the head ""property"" was computed by the Income tax Officer in the sum of Rs. 6,21,764 after deducting from gross rents certain payments.  "
REASONING,There is no question of any capital or other expenditure on the property. 
RPC,"We are therefore of opinion that capital charge here could only mean a charge created for a capital sum, i.e., a charge to secure the discharge of a liability of a capital nature. "
PRECEDENT,In 1933 the Privy Council decided the case of Bijoy Singh. 
PRECEDENT,"Dudhuria vs Commissioner of Income tax, Calcutta (1 ). "
PRECEDENT,It was not an assessment under section 9 but an assessment on the general income of an assessee who was liable to pay maintenance for his step mother which had been charged on all his assets by a decree of Court. 
PRECEDENT,It was not a liability voluntarily incurred by him but one cast on him by law.
PRECEDENT,The Privy Council held that the amount paid by him in discharge of that liability formed no part of his real income and so should not be included in his assessment. 
PRECEDENT,"Though the decision proceeded on the principle that the outgoings were not part of the assessee 's income at all, the framers of the amending Act of 1939 wanted, apparently, to extend the principle, so far as the assessment of property was concerned, even to cases where obligatory payments had to be made out of the assessee 's income from the property charged with such payments, and the second sub clause, namely, ""where the property is subject to an annual charge not being a capital charge, the amount of such charge"" was added. "
PRECEDENT,"In Commissioner of Income tax, Bombay vs Mahomedbhoy Rowji (1), a Bench of the Bombay High Court considered the meaning of these words. "
PRECEDENT,"It is therefore clear that there is no conflict of judicial deci sions as to the meaning of the phrase ""annual charge"" occur ring in section 3 (1) (iv) and the meaning given is the natural meaning of these words."
PRECEDENT,"As to the phrase ""capital charge"", Beaumont C.J. in the case above referred to took the view that the words mean a charge on capital. "
PRECEDENT,In the Allahabad judgment under appeal these (1) I.L.R. (2) I.L.R. 1944 All.
PRECEDENT,558 words were considered as not meaning a charge on capital. 
PRECEDENT,"It was said that if an annual charge means a charge to secure the discharge of an annual liability, then, capital charge means a charge to secure the discharge of a liability of a capital nature. "
RPC,We think this construction is a natu ral construction of the section and is right. 
RPC,"The determination of the point whether the taxes in dispute fall within the ambit of the phrase ""annual charge not being a capital charge"" depends on the provisions of the statutes under which they are levied."
PRECEDENT,"In Commissioner of Income tax, Bombay vs Mahomedbhoy Rowji(1) Beaumont C.J., while rejecting the claim for the deduction of the taxes, placed reliance on (1) I.L.R. 561 section 9 (1) (v) which allows a deduction in respect of any sums paid on account of land revenue. "
PRECEDENT,It was observed that land revenue stands on the same footing as municipal taxes and that as the legislature made a special provision for deduction of sums payable in regard to land revenue but not in respect of sums paid on account of municipal taxes that circumstance indicated that the deduction was not allowable. 
PRECEDENT,"For the same purpose reference was also made to the provi sions of section 10 which deal with business allowances and wherein deduction of any sum paid on account of land reve nue, local rates or municipal taxes has been allowed."
PRECEDENT,In the concluding part of his judgment the learned Chief Jus tice said that it was not necessary for him to consider what the exact meaning of the words was and that it was suffi cient for him to say that it did not cover municipal taxes which are made a charge on the property under section 212 of the Bombay Municipal Act. 
REASONING,"562 Kania J. in the above case in arriving at his conclusion was influenced by the consideration that these taxes were of a variable character, i.e., liable to be increased or reduced under the various provisions of the Municipal Act and that the charge was in the nature of a contingent charge."
PRECEDENT,"In Moss Empires Ltd. vs Inland Revenue Commissioners (1) it was held by the House of Lords that the fact that certain payments were contingent and variable in amount did not affect their character of being annual payments and that the word, ""annual"" must be taken to have the quality of being recurrent or being capable of recurrence. "
PRECEDENT,"In Cunard 's Trustees vs Inland Revenue Commissioners (2) it was held that the payments were capable of being recur rent and were therefore annual payments within the meaning of schedule D, case III, rule 1 (1), even though they were not necessarily recurrent year by year and the fact that they varied in amount was immaterial. "
RPC,The Allahabad High Court (1) (2) [1948] 1 A.E.R. 150. (3) I.L.R. (4) I.L.R. 563 in Gappumal Kanhaiya Lal vs Commissioner of Incometax (1) (the connected appeal) took a correct view of this matter and the reasoning given therein has our approval. -
RPC,The result is that this appeal is allowed and the two questions which were referred to the High Court by the Income tax Tribunal and cited above are answered in the affirmative. 
RPC,The appellants will have their costs in the appeal.
FACTS,835 the Deoshis agreed inter alia to pay royalty at the rate of 2a. per ton on all classes of coal raised subject to a minimum of Rs. 750 a year.
